household_key,recency,frequency,monetary,recency_rfm,frequency_rfm,monetary_rfm,segmentasi
2027,21,133,1915.28,2,4,3,REGULAR
1724,21,95,2626.98,2,3,3,REGULAR
583,21,156,3063.34,2,4,4,REGULAR
1525,21,38,1645.25,2,2,3,OCCASIONAL CUSTOMER
321,21,106,5935.66,2,4,5,REGULAR
646,21,41,1691.72,2,2,3,OCCASIONAL CUSTOMER
2442,20,36,624.33,2,2,1,OCCASIONAL CUSTOMER
1344,20,27,2728.78,2,1,3,OCCASIONAL CUSTOMER
1576,20,18,471.11,2,1,1,OCCASIONAL CUSTOMER
123,20,174,3222.65,2,5,4,REGULAR
452,20,26,786.99,2,1,2,OCCASIONAL CUSTOMER
100,20,33,2294.62,2,2,3,OCCASIONAL CUSTOMER
836,20,75,1564.35,2,3,2,REGULAR
911,20,75,3696.76,2,3,4,REGULAR
2167,20,75,1714.61,2,3,3,REGULAR
1223,20,57,1743.69,2,2,3,OCCASIONAL CUSTOMER
217,20,65,2435.12,2,3,3,REGULAR
2239,20,43,1787.48,2,2,3,OCCASIONAL CUSTOMER
1408,20,57,1055.29,2,2,2,OCCASIONAL CUSTOMER
1544,20,54,2457.93,2,2,3,OCCASIONAL CUSTOMER
1930,20,182,2674.9,2,5,3,REGULAR
1902,20,21,1646,2,1,3,OCCASIONAL CUSTOMER
932,20,158,58.459.600.000.000.000.000.000.000,2,4,5,REGULAR
664,20,31,995.08,2,1,2,OCCASIONAL CUSTOMER
541,20,47,1784.19,2,2,3,OCCASIONAL CUSTOMER
2187,20,46,2667.13,2,2,3,OCCASIONAL CUSTOMER
809,20,57,619.75,2,2,1,OCCASIONAL CUSTOMER
530,20,53,1476.22,2,2,2,OCCASIONAL CUSTOMER
593,20,57,646.4,2,2,1,OCCASIONAL CUSTOMER
1706,20,18,360.07,2,1,1,OCCASIONAL CUSTOMER
302,20,95,1797.53,2,3,3,REGULAR
2295,20,98,8003.99,2,3,5,REGULAR
1880,20,36,773.39,2,2,2,OCCASIONAL CUSTOMER
1927,20,98,5097.28,2,3,5,REGULAR
2283,20,17,1389.37,2,1,2,OCCASIONAL CUSTOMER
1109,20,87,3059,2,3,4,REGULAR
2001,20,35,1214.28,2,2,2,OCCASIONAL CUSTOMER
717,20,51,616.72,2,2,1,OCCASIONAL CUSTOMER
1537,20,148,2878.58,2,4,4,REGULAR
331,20,65,1273.3,2,3,2,REGULAR
189,19,38,801.99,2,2,2,OCCASIONAL CUSTOMER
1497,19,9,527.3,2,1,1,OCCASIONAL CUSTOMER
1310,19,34,857.98,2,2,2,OCCASIONAL CUSTOMER
713,19,24,540.9,2,1,1,OCCASIONAL CUSTOMER
490,19,80,3886.87,2,3,4,REGULAR
1488,19,76,3246.92,2,3,4,REGULAR
2091,19,15,834.56,2,1,2,OCCASIONAL CUSTOMER
839,19,10,846.7,2,1,2,OCCASIONAL CUSTOMER
688,19,28,3207.61,2,1,4,OCCASIONAL CUSTOMER
1916,19,150,2885.7,2,4,4,REGULAR
507,19,66,1455.43,2,3,2,REGULAR
1577,19,82,3794.61,2,3,4,REGULAR
2408,19,26,2108.17,2,1,3,OCCASIONAL CUSTOMER
589,19,17,298.97,2,1,1,OCCASIONAL CUSTOMER
617,19,27,1315.54,2,1,2,OCCASIONAL CUSTOMER
140,19,140,1720.64,2,4,3,REGULAR
2404,19,18,559.76,2,1,1,OCCASIONAL CUSTOMER
1282,19,203,5957.48,2,5,5,REGULAR
1813,19,4,233.45,2,1,1,OCCASIONAL CUSTOMER
1457,19,39,2667.34,2,2,3,OCCASIONAL CUSTOMER
2419,19,65,1199.37,2,3,2,REGULAR
1787,19,61,1097.5,2,3,2,REGULAR
533,19,64,2792.87,2,3,4,REGULAR
1993,19,82,1359.33,2,3,2,REGULAR
962,19,53,1530.44,2,2,2,OCCASIONAL CUSTOMER
1874,19,33,834.29,2,2,2,OCCASIONAL CUSTOMER
177,19,50,1130.58,2,2,2,OCCASIONAL CUSTOMER
1802,19,52,4835.44,2,2,4,OCCASIONAL CUSTOMER
508,19,55,1190.51,2,2,2,OCCASIONAL CUSTOMER
2213,19,55,3505.21,2,2,4,OCCASIONAL CUSTOMER
542,19,123,2313.52,2,4,3,REGULAR
2160,19,57,748.07,2,2,1,OCCASIONAL CUSTOMER
246,19,47,847.25,2,2,2,OCCASIONAL CUSTOMER
229,19,40,1004.89,2,2,2,OCCASIONAL CUSTOMER
2253,19,29,450.33,2,1,1,OCCASIONAL CUSTOMER
1552,19,35,1084.76,2,2,2,OCCASIONAL CUSTOMER
428,18,95,3361.43,2,3,4,REGULAR
1961,18,92,1634.22,2,3,2,REGULAR
2410,18,63,2636.57,2,3,3,REGULAR
1316,18,58,3736.48,2,2,4,OCCASIONAL CUSTOMER
368,18,53,1346.46,2,2,2,OCCASIONAL CUSTOMER
1184,18,13,713.9,2,1,1,OCCASIONAL CUSTOMER
1875,18,44,909.05,2,2,2,OCCASIONAL CUSTOMER
1385,18,112,5637.51,2,4,5,REGULAR
1781,18,93,3228.57,2,3,4,REGULAR
2379,18,56,1323.34,2,2,2,OCCASIONAL CUSTOMER
866,18,136,5519.35,2,4,5,REGULAR
1230,18,20,258.53,2,1,1,OCCASIONAL CUSTOMER
705,18,93,1385.93,2,3,2,REGULAR
1102,18,81,2263.4,2,3,3,REGULAR
1673,18,110,4773.85,2,4,4,REGULAR
1912,18,96,2256.45,2,3,3,REGULAR
662,18,39,1381.73,2,2,2,OCCASIONAL CUSTOMER
383,18,150,5763.44,2,4,5,REGULAR
2469,18,37,660.92,2,2,1,OCCASIONAL CUSTOMER
2028,18,91,1984.73,2,3,3,REGULAR
1233,18,38,1778.52,2,2,3,OCCASIONAL CUSTOMER
170,18,45,2024.51,2,2,3,OCCASIONAL CUSTOMER
529,18,56,1831.14,2,2,3,OCCASIONAL CUSTOMER
1410,17,45,2525.94,2,2,3,OCCASIONAL CUSTOMER
193,17,136,4814.66,2,4,4,REGULAR
815,17,47,1802.37,2,2,3,OCCASIONAL CUSTOMER
1398,17,20,404.96,2,1,1,OCCASIONAL CUSTOMER
1252,17,46,1152.78,2,2,2,OCCASIONAL CUSTOMER
1889,17,46,1803.8,2,2,3,OCCASIONAL CUSTOMER
136,17,77,2804.82,2,3,4,REGULAR
1208,17,54,1078.06,2,2,2,OCCASIONAL CUSTOMER
259,17,54,1158.33,2,2,2,OCCASIONAL CUSTOMER
2290,17,70,916.97,2,3,2,REGULAR
810,17,37,540.1,2,2,1,OCCASIONAL CUSTOMER
521,17,53,858.8,2,2,2,OCCASIONAL CUSTOMER
524,17,72,1984.58,2,3,3,REGULAR
277,17,31,754.05,2,1,1,OCCASIONAL CUSTOMER
1755,17,31,1202.51,2,1,2,OCCASIONAL CUSTOMER
2069,17,89,2068.17,2,3,3,REGULAR
2089,17,34,159.96,2,2,1,OCCASIONAL CUSTOMER
890,17,31,1068.91,2,1,2,OCCASIONAL CUSTOMER
2146,17,58,1692.54,2,2,3,OCCASIONAL CUSTOMER
954,17,53,2537.43,2,2,3,OCCASIONAL CUSTOMER
1163,17,153,4808.01,2,4,4,REGULAR
352,17,6,178.7,2,1,1,OCCASIONAL CUSTOMER
486,17,29,922.39,2,1,2,OCCASIONAL CUSTOMER
1255,17,28,522.3,2,1,1,OCCASIONAL CUSTOMER
72,17,107,6473.43,2,4,5,REGULAR
293,17,108,3957.66,2,4,4,REGULAR
2153,17,41,933.43,2,2,2,OCCASIONAL CUSTOMER
2207,17,372,4866.06,2,5,4,REGULAR
671,17,127,5089.66,2,4,5,REGULAR
1852,17,317,9800.02,2,5,5,REGULAR
415,17,16,514.63,2,1,1,OCCASIONAL CUSTOMER
477,17,65,812.28,2,3,2,REGULAR
887,17,48,1133.71,2,2,2,OCCASIONAL CUSTOMER
80,17,94,3002.09,2,3,4,REGULAR
457,17,78,718,2,3,1,REGULAR
1083,17,54,1396.93,2,2,2,OCCASIONAL CUSTOMER
221,16,79,2879.29,2,3,4,REGULAR
1553,16,16,140.84,2,1,1,OCCASIONAL CUSTOMER
1340,16,57,512.53,2,2,1,OCCASIONAL CUSTOMER
1202,16,25,587.47,2,1,1,OCCASIONAL CUSTOMER
1741,16,15,161.99,2,1,1,OCCASIONAL CUSTOMER
1215,16,15,786.45,2,1,2,OCCASIONAL CUSTOMER
562,16,79,3178.11,2,3,4,REGULAR
61,16,11,183.8,2,1,1,OCCASIONAL CUSTOMER
2464,16,51,1121.48,2,2,2,OCCASIONAL CUSTOMER
2169,16,40,857.96,2,2,2,OCCASIONAL CUSTOMER
2314,16,86,5078.05,2,3,4,REGULAR
1690,16,59,1508.04,2,2,2,OCCASIONAL CUSTOMER
1046,16,153,4314.95,2,4,4,REGULAR
650,16,78,1415.65,2,3,2,REGULAR
1281,16,38,788.4,2,2,2,OCCASIONAL CUSTOMER
865,16,35,1887.73,2,2,3,OCCASIONAL CUSTOMER
147,16,36,1487.21,2,2,2,OCCASIONAL CUSTOMER
501,16,22,478.13,2,1,1,OCCASIONAL CUSTOMER
2406,16,138,4860.81,2,4,4,REGULAR
1152,16,77,1305.66,2,3,2,REGULAR
656,16,95,5040.28,2,3,4,REGULAR
2395,16,227,5262.3,2,5,5,REGULAR
1606,16,21,1131.91,2,1,2,OCCASIONAL CUSTOMER
554,16,21,1524.33,2,1,2,OCCASIONAL CUSTOMER
1593,16,43,1789.1,2,2,3,OCCASIONAL CUSTOMER
450,16,65,1540.45,2,3,2,REGULAR
1116,15,64,2779.14,2,3,4,REGULAR
573,15,102,3111.55,2,4,4,REGULAR
2490,15,33,699.16,2,2,1,OCCASIONAL CUSTOMER
1384,15,33,827.46,2,2,2,OCCASIONAL CUSTOMER
180,15,68,2103.4,2,3,3,REGULAR
152,15,37,1454.28,2,2,2,OCCASIONAL CUSTOMER
1210,15,37,921.33,2,2,2,OCCASIONAL CUSTOMER
202,15,37,964.88,2,2,2,OCCASIONAL CUSTOMER
2060,15,32,629.9,2,1,1,OCCASIONAL CUSTOMER
1201,15,38,537.6,2,2,1,OCCASIONAL CUSTOMER
1971,15,155,5297.13,2,4,5,REGULAR
816,15,106,3468.66,2,4,4,REGULAR
339,15,67,1668.92,2,3,3,REGULAR
1784,15,40,1980.62,2,2,3,OCCASIONAL CUSTOMER
1485,15,66,2187.88,2,3,3,REGULAR
312,15,40,2578.05,2,2,3,OCCASIONAL CUSTOMER
1851,15,41,1255.55,2,2,2,OCCASIONAL CUSTOMER
2068,15,108,2561.4,2,4,3,REGULAR
1573,15,96,372.87,2,3,1,REGULAR
1292,15,27,520.32,2,1,1,OCCASIONAL CUSTOMER
693,15,209,6378.8,2,5,5,REGULAR
188,15,43,1847.62,2,2,3,OCCASIONAL CUSTOMER
375,15,24,203.94,2,1,1,OCCASIONAL CUSTOMER
1198,15,44,1004.6,2,2,2,OCCASIONAL CUSTOMER
465,15,44,382.55,2,2,1,OCCASIONAL CUSTOMER
433,15,76,949.82,2,3,2,REGULAR
357,15,22,1704.27,2,1,3,OCCASIONAL CUSTOMER
1225,15,76,1415.38,2,3,2,REGULAR
234,15,19,260.64,2,1,1,OCCASIONAL CUSTOMER
1551,15,18,800.11,2,1,2,OCCASIONAL CUSTOMER
1668,15,94,2283.69,2,3,3,REGULAR
233,15,15,645.39,2,1,1,OCCASIONAL CUSTOMER
1362,15,61,1418.76,2,3,2,REGULAR
2128,15,82,1877.71,2,3,3,REGULAR
1638,15,51,552.18,2,2,1,OCCASIONAL CUSTOMER
84,15,52,1208.09,2,2,2,OCCASIONAL CUSTOMER
1141,15,59,1137.28,2,3,2,REGULAR
1025,15,81,3552.13,2,3,4,REGULAR
2099,15,53,691.3,2,2,1,OCCASIONAL CUSTOMER
1334,14,57,629.58,2,2,1,OCCASIONAL CUSTOMER
1578,14,94,2846.81,2,3,4,REGULAR
1055,14,81,1204.41,2,3,2,REGULAR
977,14,34,1036.52,2,2,2,OCCASIONAL CUSTOMER
296,14,12,149.25,2,1,1,OCCASIONAL CUSTOMER
2090,14,56,1201.03,2,2,2,OCCASIONAL CUSTOMER
262,14,218,4802.27,2,5,4,REGULAR
811,14,39,680.23,2,2,1,OCCASIONAL CUSTOMER
2120,14,72,1643.2,2,3,3,REGULAR
1318,14,74,5583.96,2,3,5,REGULAR
1555,14,89,1446.54,2,3,2,REGULAR
365,14,170,7048.43,2,5,5,REGULAR
1799,14,52,395.47,2,2,1,OCCASIONAL CUSTOMER
2047,14,119,4816.35,2,4,4,REGULAR
2359,14,174,2806.27,2,5,4,REGULAR
2331,14,103,5903.55,2,4,5,REGULAR
159,14,86,2143.87,2,3,3,REGULAR
1051,14,55,2275.67,2,2,3,OCCASIONAL CUSTOMER
1351,14,91,564.4,2,3,1,REGULAR
794,14,32,1752.5,2,1,3,OCCASIONAL CUSTOMER
2325,14,3,106.36,2,1,1,OCCASIONAL CUSTOMER
2107,14,87,3409.06,2,3,4,REGULAR
2373,14,124,2585.6,2,4,3,REGULAR
1500,14,54,1051.12,2,2,2,OCCASIONAL CUSTOMER
1664,14,41,21.943.100.000.000.000.000.000.000,2,2,3,OCCASIONAL CUSTOMER
255,14,18,672.09,2,1,1,OCCASIONAL CUSTOMER
980,14,29,1330.22,2,1,2,OCCASIONAL CUSTOMER
2341,14,306,5698.38,2,5,5,REGULAR
60,14,8,400.94,2,1,1,OCCASIONAL CUSTOMER
734,14,76,1319.76,2,3,2,REGULAR
927,14,46,1530.88,2,2,2,OCCASIONAL CUSTOMER
436,14,30,2318.74,2,1,3,OCCASIONAL CUSTOMER
2361,14,90,4528.71,2,3,4,REGULAR
266,14,59,3130.22,2,2,4,OCCASIONAL CUSTOMER
1758,14,70,2041.93,2,3,3,REGULAR
212,14,109,3052.66,2,4,4,REGULAR
289,13,183,5970.47,2,5,5,REGULAR
1699,13,29,1064.84,2,1,2,OCCASIONAL CUSTOMER
2285,13,73,2057.9,2,3,3,REGULAR
112,13,80,1342.65,2,3,2,REGULAR
2208,13,193,9456.83,2,5,5,REGULAR
325,13,75,2850.58,2,3,4,REGULAR
1423,13,189,1695.76,2,5,3,REGULAR
1034,13,70,840.87,2,3,2,REGULAR
1905,13,81,1772.91,2,3,3,REGULAR
2450,13,84,3060.77,2,3,4,REGULAR
469,13,165,7748.49,2,5,5,REGULAR
2308,13,31,582.45,2,1,1,OCCASIONAL CUSTOMER
1104,13,118,3378.16,2,4,4,REGULAR
408,13,56,2470.99,2,2,3,OCCASIONAL CUSTOMER
2345,13,109,4278.51,2,4,4,REGULAR
743,13,71,1988.97,2,3,3,REGULAR
1486,13,14,548.32,2,1,1,OCCASIONAL CUSTOMER
1193,13,219,4723.65,2,5,4,REGULAR
986,13,90,1827.87,2,3,3,REGULAR
615,13,24,346.4,2,1,1,OCCASIONAL CUSTOMER
2297,13,45,698.36,2,2,1,OCCASIONAL CUSTOMER
1697,13,42,949.01,2,2,2,OCCASIONAL CUSTOMER
1177,13,17,337.98,2,1,1,OCCASIONAL CUSTOMER
223,13,118,2738.98,2,4,3,REGULAR
873,13,113,2938.15,2,4,4,REGULAR
257,13,122,2689.99,2,4,3,REGULAR
770,13,43,2246.36,2,2,3,OCCASIONAL CUSTOMER
1563,13,113,4754.88,2,4,4,REGULAR
2461,13,22,1051.1,2,1,2,OCCASIONAL CUSTOMER
1144,13,24,187.09,2,1,1,OCCASIONAL CUSTOMER
829,13,32,1635.21,2,1,3,OCCASIONAL CUSTOMER
961,13,72,3956.27,2,3,4,REGULAR
297,13,114,3535.62,2,4,4,REGULAR
94,13,36,442.64,2,2,1,OCCASIONAL CUSTOMER
2077,13,109,1835.18,2,4,3,REGULAR
922,13,150,3336.99,2,4,4,REGULAR
2037,13,97,1743.97,2,3,3,REGULAR
1614,13,75,518.16,2,3,1,REGULAR
2079,13,120,4802.87,2,4,4,REGULAR
2272,12,70,2244.17,2,3,3,REGULAR
697,12,62,2823.59,2,3,4,REGULAR
1250,12,6,203.17,2,1,1,OCCASIONAL CUSTOMER
626,12,25,649.33,2,1,1,OCCASIONAL CUSTOMER
2431,12,43,978.85,2,2,2,OCCASIONAL CUSTOMER
822,12,42,866.56,2,2,2,OCCASIONAL CUSTOMER
1678,12,79,2613.99,2,3,3,REGULAR
2132,12,42,575.87,2,2,1,OCCASIONAL CUSTOMER
381,12,93,3120.79,2,3,4,REGULAR
1324,12,42,2667.23,2,2,3,OCCASIONAL CUSTOMER
337,12,61,933.59,2,3,2,REGULAR
2126,12,127,4713.85,2,4,4,REGULAR
1946,12,49,3312.46,2,2,4,OCCASIONAL CUSTOMER
1400,12,11,284.31,2,1,1,OCCASIONAL CUSTOMER
1298,12,50,1487.99,2,2,2,OCCASIONAL CUSTOMER
2151,12,41,834.27,2,2,2,OCCASIONAL CUSTOMER
1452,12,374,1884.05,2,5,3,REGULAR
2437,12,74,4841.94,2,3,4,REGULAR
1189,12,51,954.21,2,2,2,OCCASIONAL CUSTOMER
2161,12,40,2064.11,2,2,3,OCCASIONAL CUSTOMER
2040,12,422,2968.51,2,5,4,REGULAR
551,12,52,853.65,2,2,2,OCCASIONAL CUSTOMER
514,12,66,2339.27,2,3,3,REGULAR
260,12,30,425.04,2,1,1,OCCASIONAL CUSTOMER
2182,12,85,1530.52,2,3,2,REGULAR
126,12,31,853.45,2,1,2,OCCASIONAL CUSTOMER
1887,12,88,876.88,2,3,2,REGULAR
999,12,57,2154.25,2,2,3,OCCASIONAL CUSTOMER
754,12,32,1535.13,2,2,2,OCCASIONAL CUSTOMER
1646,12,68,1553.53,2,3,2,REGULAR
1405,12,55,2480.88,2,2,3,OCCASIONAL CUSTOMER
148,12,55,1231.76,2,2,2,OCCASIONAL CUSTOMER
2336,12,76,2384.25,2,3,3,REGULAR
1081,12,139,10201.55,2,4,5,REGULAR
1287,12,159,2818,2,4,4,REGULAR
2053,11,165,3351.34,2,5,4,REGULAR
1373,11,40,657.52,2,2,1,OCCASIONAL CUSTOMER
1266,11,115,1657.11,2,4,3,REGULAR
1206,11,381,6172.13,2,5,5,REGULAR
2228,11,202,5298.05,2,5,5,REGULAR
168,11,37,510.8,2,2,1,OCCASIONAL CUSTOMER
953,11,114,2513.39,2,4,3,REGULAR
283,11,78,6023.37,2,3,5,REGULAR
353,11,125,3799.2,2,4,4,REGULAR
1413,11,27,344.06,2,1,1,OCCASIONAL CUSTOMER
613,11,11,347.31,2,1,1,OCCASIONAL CUSTOMER
581,11,146,5060.44,2,4,4,REGULAR
2016,11,126,1728.53,2,4,3,REGULAR
796,11,50,445.65,2,2,1,OCCASIONAL CUSTOMER
1533,11,22,255.24,2,1,1,OCCASIONAL CUSTOMER
1068,11,111,1321.85,2,4,2,REGULAR
1798,11,42,2457.51,2,2,3,OCCASIONAL CUSTOMER
832,11,14,479.24,2,1,1,OCCASIONAL CUSTOMER
2387,11,33,865.7,2,2,2,OCCASIONAL CUSTOMER
895,11,211,8700.15,2,5,5,REGULAR
1507,11,26,1499.37,2,1,2,OCCASIONAL CUSTOMER
680,11,96,3513.02,2,3,4,REGULAR
970,11,15,691.45,2,1,1,OCCASIONAL CUSTOMER
1313,11,30,1030.97,2,1,2,OCCASIONAL CUSTOMER
2497,11,221,7111.98,2,5,5,REGULAR
1867,11,75,1093.51,2,3,2,REGULAR
1708,11,58,3571.6,2,2,4,OCCASIONAL CUSTOMER
1494,11,85,2595.09,2,3,3,REGULAR
877,11,63,3355.07,2,3,4,REGULAR
1086,11,30,1188.61,2,1,2,OCCASIONAL CUSTOMER
1466,11,38,1029.47,2,2,2,OCCASIONAL CUSTOMER
2008,11,68,2332.45,2,3,3,REGULAR
1368,11,32,2766.97,2,1,4,OCCASIONAL CUSTOMER
842,11,506,7527.27,2,5,5,REGULAR
1841,10,32,2401.78,2,1,3,OCCASIONAL CUSTOMER
1871,10,20,547.41,2,1,1,OCCASIONAL CUSTOMER
171,10,25,740.46,2,1,1,OCCASIONAL CUSTOMER
561,10,26,1404.36,2,1,2,OCCASIONAL CUSTOMER
1501,10,205,8490.73,2,5,5,REGULAR
2204,10,190,2646.05,2,5,3,REGULAR
1329,10,31,1546.05,2,1,2,OCCASIONAL CUSTOMER
1180,10,166,5430.04,2,5,5,REGULAR
1831,10,166,5562.06,2,5,5,REGULAR
2105,10,35,899.92,2,2,2,OCCASIONAL CUSTOMER
385,10,41,2929.72,2,2,4,OCCASIONAL CUSTOMER
1625,10,41,464.64,2,2,1,OCCASIONAL CUSTOMER
1389,10,41,2841.16,2,2,4,OCCASIONAL CUSTOMER
1667,10,42,891.1,2,2,2,OCCASIONAL CUSTOMER
208,10,140,4296.33,2,4,4,REGULAR
1264,10,132,6458.78,2,4,5,REGULAR
2197,10,48,670.43,2,2,1,OCCASIONAL CUSTOMER
1383,10,128,1532.65,2,4,2,REGULAR
398,10,125,2092.6,2,4,3,REGULAR
766,10,122,8350.09,2,4,5,REGULAR
199,10,54,667.97,2,2,1,OCCASIONAL CUSTOMER
1881,10,119,2913.96,2,4,4,REGULAR
1132,10,58,2073.62,2,2,3,OCCASIONAL CUSTOMER
1072,10,61,2694.8,2,3,3,REGULAR
1017,10,63,3436.26,2,3,4,REGULAR
1426,10,65,2330.87,2,3,3,REGULAR
2401,10,67,727.45,2,3,1,REGULAR
944,10,104,2859.76,2,4,4,REGULAR
903,10,72,2949.56,2,3,4,REGULAR
1339,10,6,390.16,2,1,1,OCCASIONAL CUSTOMER
1926,10,73,2145.71,2,3,3,REGULAR
850,10,97,1252.91,2,3,2,REGULAR
987,10,75,2334.53,2,3,3,REGULAR
1672,10,75,1718.08,2,3,3,REGULAR
1226,10,76,6237.46,2,3,5,REGULAR
1794,10,77,3594.48,2,3,4,REGULAR
456,10,94,6314.03,2,3,5,REGULAR
819,10,6,161.75,2,1,1,OCCASIONAL CUSTOMER
1836,10,93,2991.96,2,3,4,REGULAR
2181,9,55,3074.45,2,2,4,OCCASIONAL CUSTOMER
1290,9,34,1060.24,2,2,2,OCCASIONAL CUSTOMER
1056,9,66,4871.09,2,3,4,REGULAR
731,9,233,3151.31,2,5,4,REGULAR
1662,9,83,8617.94,2,3,5,REGULAR
49,9,121,6445.03,2,4,5,REGULAR
1878,9,35,625.64,2,2,1,OCCASIONAL CUSTOMER
882,9,240,4609.8,2,5,4,REGULAR
1628,9,18,546.78,2,1,1,OCCASIONAL CUSTOMER
502,9,57,2298.84,2,2,3,OCCASIONAL CUSTOMER
153,9,92,1558.65,2,3,2,REGULAR
729,9,32,1159.32,2,1,2,OCCASIONAL CUSTOMER
2022,9,86,7875.78,2,3,5,REGULAR
616,9,10,476.14,2,1,1,OCCASIONAL CUSTOMER
1459,9,79,4769.04,2,3,4,REGULAR
1743,9,43,1168.94,2,2,2,OCCASIONAL CUSTOMER
413,9,284,5963.78,2,5,5,REGULAR
2494,9,35,2120.93,2,2,3,OCCASIONAL CUSTOMER
1747,9,92,3066.6,2,3,4,REGULAR
1038,9,275,1602,2,5,2,REGULAR
1742,9,282,2140.1,2,5,3,REGULAR
2067,9,6,120.01,2,1,1,OCCASIONAL CUSTOMER
1990,9,131,4593.26,2,4,4,REGULAR
1428,9,164,4911.53,2,5,4,REGULAR
802,9,59,2154.43,2,3,3,REGULAR
1218,9,96,3093.53,3,3,4,POTENTIAL LOYALIST
1067,9,62,3741.92,3,3,4,POTENTIAL LOYALIST
1783,9,91,4125.89,3,3,4,POTENTIAL LOYALIST
2149,9,112,3703.42,3,4,4,POTENTIAL LOYALIST
2219,9,23,1077.42,3,1,2,OCCASIONAL CUSTOMER
1853,9,36,274.39,3,2,1,OCCASIONAL CUSTOMER
1194,9,62,1276.74,3,3,2,REGULAR
1381,9,49,134.4,3,2,1,OCCASIONAL CUSTOMER
748,9,84,2709.18,3,3,3,POTENTIAL LOYALIST
2489,9,139,9403.42,3,4,5,POTENTIAL LOYALIST
1246,9,97,5428.25,3,3,5,POTENTIAL LOYALIST
1643,9,46,1461.4,3,2,2,OCCASIONAL CUSTOMER
1542,9,116,1969.93,3,4,3,POTENTIAL LOYALIST
1808,9,96,1824.33,3,3,3,POTENTIAL LOYALIST
1248,9,158,9091.29,3,4,5,POTENTIAL LOYALIST
1716,9,180,1950.26,3,5,3,POTENTIAL LOYALIST
2186,9,113,5469.53,3,4,5,POTENTIAL LOYALIST
1106,9,38,683.26,3,2,1,OCCASIONAL CUSTOMER
721,9,46,553.57,3,2,1,OCCASIONAL CUSTOMER
1698,9,38,1757.51,3,2,3,OCCASIONAL CUSTOMER
1085,9,106,4806,3,4,4,POTENTIAL LOYALIST
653,9,228,10822.55,3,5,5,POTENTIAL LOYALIST
701,9,39,2593.56,3,2,3,OCCASIONAL CUSTOMER
1809,9,61,1509.41,3,3,2,REGULAR
2456,9,76,1271.24,3,3,2,REGULAR
28,9,125,2119.62,3,4,3,POTENTIAL LOYALIST
2441,9,99,1223.56,3,3,2,REGULAR
2287,9,33,833.51,3,2,2,OCCASIONAL CUSTOMER
1605,9,57,729.22,3,2,1,OCCASIONAL CUSTOMER
2428,9,19,323.27,3,1,1,OCCASIONAL CUSTOMER
446,9,30,212.05,3,1,1,OCCASIONAL CUSTOMER
2394,9,84,1538.01,3,3,2,REGULAR
1276,8,20,623.45,3,1,1,OCCASIONAL CUSTOMER
1312,8,134,5055.88,3,4,4,POTENTIAL LOYALIST
2435,8,46,3303.85,3,2,4,OCCASIONAL CUSTOMER
251,8,83,2268.51,3,3,3,POTENTIAL LOYALIST
1415,8,27,271.41,3,1,1,OCCASIONAL CUSTOMER
2248,8,26,937.23,3,1,2,OCCASIONAL CUSTOMER
1100,8,26,313.41,3,1,1,OCCASIONAL CUSTOMER
1773,8,91,3356.9,3,3,4,POTENTIAL LOYALIST
1446,8,44,2095.83,3,2,3,OCCASIONAL CUSTOMER
773,8,22,899.63,3,1,2,OCCASIONAL CUSTOMER
994,8,21,581.45,3,1,1,OCCASIONAL CUSTOMER
995,8,21,1217.16,3,1,2,OCCASIONAL CUSTOMER
2411,8,76,2019.25,3,3,3,POTENTIAL LOYALIST
657,8,20,119.8,3,1,1,OCCASIONAL CUSTOMER
2021,8,77,1393.24,3,3,2,REGULAR
1560,8,44,1209.04,3,2,2,OCCASIONAL CUSTOMER
55,8,141,1072.79,3,4,2,REGULAR
1893,8,18,373.71,3,1,1,OCCASIONAL CUSTOMER
998,8,250,8305.39,3,5,5,POTENTIAL LOYALIST
857,8,43,4040.81,3,2,4,OCCASIONAL CUSTOMER
2324,8,146,2671.77,3,4,3,POTENTIAL LOYALIST
1176,8,16,240.85,3,1,1,OCCASIONAL CUSTOMER
1779,8,109,3508.58,3,4,4,POTENTIAL LOYALIST
742,8,328,3950.96,3,5,4,POTENTIAL LOYALIST
1669,8,10,297.97,3,1,1,OCCASIONAL CUSTOMER
1682,8,10,158.93,3,1,1,OCCASIONAL CUSTOMER
2101,8,10,420.02,3,1,1,OCCASIONAL CUSTOMER
417,8,84,3012.96,3,3,4,POTENTIAL LOYALIST
1683,8,86,1920.99,3,3,3,POTENTIAL LOYALIST
2426,8,115,2437.06,3,4,3,POTENTIAL LOYALIST
2156,8,108,5874.46,3,4,5,POTENTIAL LOYALIST
1744,8,58,1088.62,3,2,2,OCCASIONAL CUSTOMER
2429,8,66,1807.16,3,3,3,POTENTIAL LOYALIST
160,8,57,1536.09,3,2,2,OCCASIONAL CUSTOMER
1231,8,55,1919.79,3,2,3,OCCASIONAL CUSTOMER
1876,8,5,86.19,3,1,1,OCCASIONAL CUSTOMER
1774,8,66,5012.46,3,3,4,POTENTIAL LOYALIST
945,8,51,1926.03,3,2,3,OCCASIONAL CUSTOMER
5,8,40,779.06,3,2,2,OCCASIONAL CUSTOMER
1832,8,55,1357.55,3,2,2,OCCASIONAL CUSTOMER
793,8,107,1832.03,3,4,3,POTENTIAL LOYALIST
993,8,126,3064.87,3,4,4,POTENTIAL LOYALIST
